"Count";"NC_Id";"Species";"Domain";"Realm";"Phylum";"Subphylum";"Class";"Order";"Suborder";"Family";"Subfamily";"Genus"
2972;"NC_030455.1";"Circovirus-like genome DCCV-7";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2973;"NC_030457.1";"Circovirus-like genome DCCV-8";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2974;"NC_030459.1";"Circovirus-like genome DCCV-9";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2975;"NC_030471.1";"Circovirus-like genome DHCV-1";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2976;"NC_030474.1";"Circovirus-like genome DHCV-2";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2977;"NC_030477.1";"Circovirus-like genome DHCV-3";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2978;"NC_030456.1";"Circovirus-like genome DHCV-5";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2979;"NC_030475.1";"Circovirus-like genome DHCV-6";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;NA
2980;"NC_030453.1";"Diaphorina citri flavi-like virus";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2981;"NC_034444.1";"Hom-1 vesivirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Caliciviridae";NA;"Vesivirus"
2982;"NC_034206.1";"Bakunsa virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;"Kunsagivirus"
2983;"NC_034441.1";"Salmovirus WFRC1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2984;"NC_034568.1";"Picorna-like virus AWando15";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;NA;NA;NA
2985;"NC_030445.1";"Bluegill hepatitis B virus";"Viruses";NA;NA;NA;NA;NA;NA;"Hepadnaviridae";NA;NA
2986;"NC_002654.2";"Helicoverpa armigera nucleopolyhedrovirus G4";"Viruses";NA;NA;NA;NA;NA;NA;"Baculoviridae";NA;"Alphabaculovirus"
2987;"NC_028671.2";"Enterococcus phage vB_EfaS_IME197";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2988;"NC_027345.1";"Pseudomonas phage Pa2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Litunavirus"
2989;"NC_004162.2";"Chikungunya virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Togaviridae";NA;"Alphavirus"
2990;"NC_025344.1";"Pneumovirus dog/Bari/100-12/ITA/2012";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Pneumoviridae";NA;"Orthopneumovirus"
2991;"NC_014373.1";"Bundibugyo ebolavirus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Filoviridae";NA;"Ebolavirus"
2992;"NC_022098.1";"Pandoravirus salinus";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;"Pandoravirus"
2993;"NC_026608.1";"Paracoccus phage vB_PmaS-R3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2994;"NC_001664.4";"Human betaherpesvirus 6A";"Viruses";NA;NA;NA;NA;"Herpesvirales";NA;"Herpesviridae";"Betaherpesvirinae";"Roseolovirus"
2995;"NC_007733.2";"Angelonia flower break virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Tombusviridae";"Procedovirinae";"Alphacarmovirus"
2996;"NC_031068.2";"Pectobacterium phage PP16";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phimunavirus"
2997;"NC_009552.3";"Geobacillus virus E2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2998;"NC_011023.1";"Mycobacterium virus Pukovnik";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
2999;"NC_013694.1";"Mycobacterium virus Peaches";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3000;"NC_021297.1";"Mycobacterium phage PattyP";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3001;"NC_021307.1";"Mycobacterium phage Severus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3002;"NC_021308.1";"Mycobacterium phage HINdeR";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3003;"NC_021535.1";"Mycobacterium phage Jobu08";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3004;"NC_022058.1";"Mycobacterium phage Adzzy";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3005;"NC_022062.1";"Mycobacterium phage Trouble";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3006;"NC_022086.1";"Mycobacterium phage LittleCherry";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3007;"NC_022087.1";"Mycobacterium phage AnnaL29";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3008;"NC_022329.1";"Mycobacterium phage PhrostyMug";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3009;"NC_022965.1";"Mycobacterium phage CloudWang3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3010;"NC_022973.1";"Mycobacterium phage Conspiracy";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3011;"NC_022977.1";"Mycobacterium phage Artemis2UCLA";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3012;"NC_022979.1";"Mycobacterium phage Graduation";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3013;"NC_022984.1";"Mycobacterium phage Jovo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3014;"NC_022985.1";"Mycobacterium phage Zaka";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Bronvirus"
3015;"NC_023553.1";"Mycobacterium phage Echild";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3016;"NC_023562.1";"Mycobacterium phage BellusTerra";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3017;"NC_023564.1";"Mycobacterium phage EagleEye";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3018;"NC_023565.1";"Mycobacterium phage Nyxis";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3019;"NC_023609.1";"Mycobacterium phage RhynO";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3020;"NC_023704.1";"Mycobacterium phage Doom";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Cheoctovirus"
3021;"NC_023707.1";"Mycobacterium phage Turbido";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3022;"NC_023708.1";"Mycobacterium phage Dreamboat";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3023;"NC_023709.1";"Mycobacterium phage Wile";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3024;"NC_023713.1";"Mycobacterium phage Blue7";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3025;"NC_023723.1";"Mycobacterium phage Aeneas";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3026;"NC_023731.1";"Mycobacterium phage Trixie";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3027;"NC_024141.1";"Mycobacterium phage Kampy";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3028;"NC_024148.1";"Mycobacterium phage Phantastic";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3029;"NC_025444.1";"Mycobacterium phage RedRock";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3030;"NC_026583.1";"Mycobacterium phage Alvin";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3031;"NC_028677.1";"Rhodococcus phage CosmicSans";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Rerduovirus"
3032;"NC_028680.1";"Mycobacterium phage Pepe";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3033;"NC_028744.1";"Mycobacterium phage LadyBird";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3034;"NC_028794.1";"Mycobacterium phage Piro94";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3035;"NC_028802.1";"Mycobacterium phage UnionJack";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3036;"NC_028804.1";"Mycobacterium phage Barriga";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3037;"NC_028810.1";"Mycobacterium phage Rufus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3038;"NC_028815.1";"Mycobacterium phage Nhonho";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3039;"NC_028849.1";"Mycobacterium phage Luchador";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3040;"NC_028852.1";"Mycobacterium phage Equemioh13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3041;"NC_028860.1";"Mycobacterium phage Smeadley";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3042;"NC_028877.1";"Mycobacterium phage Larenn";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3043;"NC_028897.1";"Mycobacterium phage Chadwick";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3044;"NC_028912.1";"Mycobacterium phage Swirley";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3045;"NC_028914.1";"Mycobacterium phage Sheen";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3046;"NC_028920.1";"Mycobacterium phage Abrogate";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3047;"NC_028928.1";"Mycobacterium phage Nerujay";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3048;"NC_028932.1";"Mycobacterium phage Serenity";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3049;"NC_028960.2";"Mycobacterium phage Theia";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3050;"NC_029018.2";"Mycobacterium phage Anubis";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3051;"NC_029043.2";"Mycobacterium phage SweetiePie";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3052;"NC_029059.1";"Mycobacterium phage Edtherson";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3053;"NC_029077.1";"Mycobacterium phage VohminGhazi";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3054;"NC_030694.1";"Gordonia phage Rosalind";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Soupsvirus"
3055;"NC_030695.1";"Gordonia phage KatherineG";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Soupsvirus"
3056;"NC_031031.1";"Gordonia phage Remus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Soupsvirus"
3057;"NC_031060.1";"Gordonia phage JSwag";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Soupsvirus"
3058;"NC_031067.1";"Mycobacterium phage Makemake";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3059;"NC_031111.1";"Mycobacterium phage Gompeii16";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3060;"NC_031238.1";"Mycobacterium phage Catalina";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3061;"NC_031256.1";"Mycobacterium phage Loser";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3062;"NC_031257.1";"Mycobacterium phage Mulciber";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3063;"NC_031263.1";"Mycobacterium phage EvilGenius";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3064;"NC_031279.1";"Mycobacterium phage Bactobuster";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3065;"NC_028693.2";"Enterococcus phage vB_EfaP_IME195";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Picovirinae";NA
3066;"NC_028965.1";"Mycobacterium phage Pioneer";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3067;"NC_031277.1";"Mycobacterium phage ArcherNM";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Fromanvirus"
3068;"NC_031112.1";"Gordonia phage Phinally";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
3069;"NC_031239.1";"Gordonia phage Vivi2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Vividuovirus"
3070;"NC_011057.1";"Mycobacterium phage Phaedrus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pipefishvirus"
3071;"NC_021310.1";"Mycobacterium phage Newman";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3072;"NC_022061.1";"Mycobacterium phage KayaCho";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";NA
3073;"NC_022063.1";"Mycobacterium phage Phelemich";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Acadianvirus"
3074;"NC_022983.1";"Mycobacterium phage Bernardo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pipefishvirus"
3075;"NC_023554.1";"Mycobacterium phage JAMaL";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Coopervirus"
3076;"NC_023563.1";"Mycobacterium phage Suffolk";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3077;"NC_023686.1";"Mycobacterium phage Gadjet";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pipefishvirus"
3078;"NC_023703.1";"Mycobacterium phage Dori";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
3079;"NC_023711.1";"Mycobacterium phage Oline";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3080;"NC_023727.1";"Mycobacterium phage Vista";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3081;"NC_023740.1";"Mycobacterium phage JacAttac";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3082;"NC_023741.1";"Mycobacterium phage Stinger";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Coopervirus"
3083;"NC_023742.1";"Mycobacterium phage Akoma";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pipefishvirus"
3084;"NC_024363.1";"Mycobacterium phage Manad";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3085;"NC_025438.1";"Mycobacterium phage Soto";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3086;"NC_027985.1";"Mycobacterium phage UncleHowie";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3087;"NC_028658.1";"Mycobacterium phage Swish";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3088;"NC_028674.1";"Mycobacterium phage ShiVal";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3089;"NC_028681.1";"Mycobacterium phage Pops";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3090;"NC_028682.1";"Mycobacterium phage Badfish";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3091;"NC_028689.1";"Mycobacterium phage Colbert";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3092;"NC_028690.1";"Mycobacterium phage Eremos";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3093;"NC_028691.1";"Mycobacterium phage Apizium";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3094;"NC_028742.1";"Mycobacterium phage Baee";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Acadianvirus"
3095;"NC_028801.1";"Mycobacterium phage Vortex";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3096;"NC_028803.1";"Mycobacterium phage OSmaximus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3097;"NC_028907.1";"Mycobacterium phage Kikipoo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3098;"NC_028934.1";"Mycobacterium phage Vincenzo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Coopervirus"
3099;"NC_028942.1";"Mycobacterium phage Phipps";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3100;"NC_028968.1";"Mycobacterium phage BrownCNA";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Coopervirus"
3101;"NC_027620.1";"Propionibacterium phage MrAK";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3102;"NC_027621.1";"Propionibacterium phage Wizzo";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3103;"NC_027622.1";"Propionibacterium phage Stormborn";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3104;"NC_027624.1";"Propionibacterium phage SKKY";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3105;"NC_027625.1";"Propionibacterium phage Kubed";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3106;"NC_027626.1";"Propionibacterium phage Procrass1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3107;"NC_027627.1";"Propionibacterium phage Solid";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3108;"NC_027628.1";"Propionibacterium phage Lauchelly";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3109;"NC_027629.1";"Propionibacterium phage Attacne";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3110;"NC_027630.1";"Propionibacterium phage Ouroboros";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3111;"NC_031003.1";"Propionibacterium phage Moyashi";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3112;"NC_031084.1";"Propionibacterium phage BruceLethal";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3113;"NC_031119.1";"Propionibacterium phage Enoki";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3114;"NC_005259.1";"Mycobacterium phage PG1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Pegunavirus"
3115;"NC_022064.1";"Mycobacterium phage Reprobate";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";"Acadianvirus"
3116;"NC_022339.1";"Propionibacterium phage PHL037M02";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3117;"NC_027347.1";"Propionibacterium phage PHL151M00";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3118;"NC_027376.1";"Propionibacterium phage PHL308M00";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3119;"NC_027380.1";"Propionibacterium phage PHL067M01";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3120;"NC_027392.1";"Propionibacterium phage PHL194M00";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3121;"NC_027403.1";"Propionibacterium phage PHL117M00";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3122;"NC_027405.1";"Propionibacterium phage PHL163M00";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
3123;"NC_030928.1";"Xanthomonas phage f20-Xaj";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Pradovirus"
3124;"NC_030937.1";"Xanthomonas phage f30-Xaj";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Pradovirus"
3125;"NC_031107.2";"Erwinia phage vB_EamM_Asesino";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Erskinevirus"
3126;"NC_041845.1";"Flavobacterium phage FCV-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Ficleduovirus"
3127;"NC_041848.1";"Enterobacteria phage P2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
3128;"NC_041849.1";"Streptomyces phage phiELB20";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Arequatrovirus"
3129;"NC_041854.1";"Pectobacterium phage PhiM1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phimunavirus"
3130;"NC_041856.1";"Streptomyces phage phiCAM";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Camvirus"
3131;"NC_041857.1";"Acinetobacter phage IME-AB2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Obolenskvirus"
3132;"NC_041859.1";"Flavobacterium phage 23T";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Unahavirus"
3133;"NC_041860.1";"Streptomyces phage Danzina";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Arquatrovirinae";"Likavirus"
3134;"NC_041861.1";"Enterococcus phage VD13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Saphexavirus"
3135;"NC_041863.1";"Escherichia coli O157 typing phage 3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Mosigvirus"
3136;"NC_041864.1";"Escherichia coli O157 typing phage 6";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Mosigvirus"
3137;"NC_041865.1";"Pseudomonas phage phiKTN6";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
3138;"NC_041866.1";"Acinetobacter phage YMC11/11/R3177";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Vieuvirus"
3139;"NC_041867.1";"Paenibacillus phage Willow";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Sitaravirus"
3140;"NC_041868.1";"Paracoccus phage Shpa";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
3141;"NC_041870.1";"Pseudomonas phage vB_PaeM_CEB_DP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
3142;"NC_041871.1";"Escherichia phage Murica";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Vequintavirinae";"Vequintavirus"
3143;"NC_041872.1";"Flavobacterium phage FpV4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Fipvunavirus"
3144;"NC_041873.1";"Escherichia phage JMPW2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Tunavirus"
3145;"NC_041874.1";"Escherichia phage JMPW1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Tunavirus"
3146;"NC_041875.1";"Arthrobacter phage Jasmine";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Jasminevirus"
